State[0],Postcode[1],District[2],Latitude[3],Longitude[4]
Pahang,25586,Kuantan,3.825,103.3239
Pahang,25590,Kuantan,3.8188,103.3257
Pahang,25592,Kuantan,3.825,103.3239
Pahang,25594,Kuantan,3.825,103.3239
Pahang,25596,Kuantan,3.825,103.3239
Pahang,25598,Kuantan,3.825,103.3239
Pahang,25600,Kuantan,3.825,103.3239
Pahang,25604,Kuantan,3.825,103.3239
Pahang,25606,Kuantan,3.825,103.3239
Pahang,25608,Kuantan,3.8023,101.8558
Pahang,25609,Kuantan,3.825,103.3239
Pahang,25610,Kuantan,3.825,103.3239
Pahang,25612,Kuantan,3.825,103.3239
Pahang,25614,Kuantan,3.79,103.3161
Pahang,25620,Kuantan,3.8223,103.3565
Pahang,25622,Kuantan,3.825,103.3239
Pahang,25626,Kuantan,3.825,103.3239
Pahang,25628,Kuantan,3.825,103.3239
Pahang,25630,Kuantan,3.825,103.3239
Pahang,25632,Kuantan,3.825,103.3239
Pahang,25644,Kuantan,3.7984,103.3225
Pahang,25646,Kuantan,3.825,103.3239
Pahang,25648,Kuantan,3.825,103.3239
Pahang,25656,Kuantan,3.825,103.3239
Pahang,25660,Kuantan,3.825,103.3239
Pahang,25661,Kuantan,3.825,103.3239
Pahang,25662,Kuantan,3.8243,103.3328
Pahang,25670,Kuantan,3.825,103.3239
Pahang,25672,Kuantan,3.825,103.3239
Pahang,25673,Kuantan,3.825,103.3239
Pahang,25674,Kuantan,3.8029,103.3237
Pahang,25676,Kuantan,3.8087,103.3267
Pahang,25690,Kuantan,3.825,103.3239
Pahang,25700,Kuantan,3.825,103.3239
Pahang,25710,Kuantan,3.825,103.3239
Pahang,25720,Kuantan,3.825,103.3239
Pahang,25730,Kuantan,3.825,103.3239
Pahang,25740,Kuantan,3.825,103.3239
Pahang,25750,Kuantan,3.825,103.3239
Pahang,25990,Kuantan,3.7,103.0226
Pahang,26010,Kuantan,3.8198,103.2423
Pahang,26040,Kuantan,3.8459,103.1769
Pahang,26050,Bukit Goh,3.7793,102.9106
Pahang,26060,Kuantan,3.7363,103.2605
Pahang,26070,Kuantan,3.7579,103.1751
Pahang,26080,Kuantan,3.6981,103.0195
Pahang,26090,Bukit Goh,3.822,103.0217
Pahang,26100,Balok,3.912,103.3298
Pahang,26140,Kuantan,3.957,103.226
Pahang,26150,Balok,3.9317,103.3769
Pahang,26170,Kuantan,3.9349,103.3703
Pahang,26180,Kuantan,3.8593,103.275
Pahang,26190,Balok,4.0288,103.3853
Pahang,26200,Sungai Lembing,3.8104,102.9129
Pahang,26250,Jaya Gading,3.8173,103.1733
Pahang,26300,Gambang,3.7444,103.1378
Pahang,26310,Gambang,3.7071,103.0815
Pahang,26320,Gambang,3.6745,103.04
Pahang,26330,Gambang,3.6768,103.0472
Pahang,26340,Gambang,2.638,103.6324
Pahang,26350,Gambang,3.665,103.1005
Pahang,26360,Gambang,3.6518,103.0645
Pahang,26370,Gambang,3.7137,103.0738
Pahang,26400,Bandar Pusat Jengka,3.6739,102.5212
Pahang,26410,Bandar Pusat  Jengka,3.7416,102.5443
Pahang,26420,Bandar Pusat  Jengka,3.699,102.5528
Pahang,26430,Bandar Pusat Jengka,3.7416,102.5443
Pahang,26440,Bandar Pusat  Jengka,3.6808,102.6015
Pahang,26450,Bandar Pusat  Jengka,3.7028,102.5393
Pahang,26460,Bandar Pusat  Jengka,3.7263,102.5438
Pahang,26485,Bandar Pusat  Jengka,3.7416,102.5443
Pahang,26490,Bandar Pusat  Jengka,3.7416,102.5443
Pahang,26500,Bandar Pusat Jengka,3.7416,102.5443
Pahang,26600,Pekan,3.5374,103.2801
Pahang,26607,Pekan,3.5007,103.3901
Pahang,26609,Pekan,3.5007,103.3901
Pahang,26610,Pekan,3.5732,103.2581
Pahang,26620,Pekan,3.5087,103.0262
Pahang,26630,Pekan,3.5333,103.2986
Pahang,26640,Pekan,3.5401,103.2532
Pahang,26650,Pekan,3.4794,103.129
Pahang,26660,Pekan,3.5065,103.179
Pahang,26680,Pekan,3.2987,103.3341
Pahang,26690,Chini,3.2106,103.0223
Pahang,26700,Muadzam Shah,3.2041,102.8052
Pahang,26800,Kuala Rompin,2.9496,103.4089
Pahang,26810,Kuala Rompin,2.8956,103.3812
Pahang,26820,Kuala Rompin,2.9468,103.3286
Pahang,26900,Bandar Tun Abdul Razak,2.9499,102.6818
Pahang,27000,Jerantut,3.868,102.4271
Pahang,27010,Jerantut,3.9627,102.3446
Pahang,27020,Jerantut,3.9436,102.4382
Pahang,27030,Damak,3.8487,102.246
Pahang,27040,Jerantut,3.9721,102.3729
Pahang,27050,Jerantut,3.8629,102.35
Pahang,27060,Jerantut,3.9293,102.4133
Pahang,27070,Jerantut,3.884,102.5606
Pahang,27090,Jerantut,3.8803,102.4837
Pahang,27100,Padang Tengku,4.1907,102.0495
Pahang,27150,Jerantut,3.992,102.3399
Pahang,27200,Kuala Lipis,4.0629,102.1071
Pahang,27207,Kuala Lipis,4.1872,102.0547
Pahang,27209,Kuala Lipis,4.1872,102.0547
Pahang,27210,Kuala Lipis,4.5119,101.9734
Pahang,27300,Benta,3.9583,102.1692
Pahang,27310,Benta,3.9168,102.0663
Pahang,27400,Dong,3.8834,101.983
Pahang,27600,Raub,3.7577,101.9827
Pahang,27607,Raub,3.7926,101.8584
Pahang,27609,Raub,3.7926,101.8584
Pahang,27610,Raub,3.7875,102.1388
Pahang,27620,Raub,3.7984,102.1182
Pahang,27630,Raub,3.689,102.007
Pahang,27650,Sungai Koyan,4.1582,101.84
Pahang,27660,Sega,3.9817,101.9348
Pahang,27670,Raub,3.7602,101.8365
Pahang,28000,Temerloh,3.484,102.4266
Pahang,28007,Temerloh,3.4532,102.4245
Pahang,28009,Temerloh,3.4532,102.4245
Pahang,28010,Temerloh,3.5162,102.4182
Pahang,28020,Temerloh,3.4822,102.4812
Pahang,28030,Temerloh,3.6371,102.5241
Pahang,28040,Temerloh,3.4884,102.431
Pahang,28050,Kuala Krau,3.6237,102.456
Pahang,28100,Chenor,3.5018,102.6455
Pahang,28200,Triang,3.4051,102.6233
Pahang,28300,Triang,3.3177,102.4798
Pahang,28310,Triang,3.2641,102.4548
Pahang,28320,Triang,3.1929,102.2939
Pahang,28330,Triang,3.2919,102.5316
Pahang,28340,Kemayan,3.251,102.5593
Pahang,28380,Kemayan,3.2452,102.4252
Pahang,28400,Mentakab,3.5435,102.3122
Pahang,28407,Mentakab,3.4862,102.3283
Pahang,28409,Mentakab,3.4862,102.3283
Pahang,28500,Lanchang,3.5547,102.265
Pahang,28600,Karak,3.4339,102.1543
Pahang,28610,Karak,3.4551,102.0424
Pahang,28620,Karak,3.3706,102.0504
Pahang,28700,Bentong,3.5281,101.9763
Pahang,28707,Bentong,3.5249,101.9097
Pahang,28709,Bentong,3.5249,101.9097
Pahang,28730,Bentong,3.4095,102.0024
Pahang,28740,Bentong,3.2308,102.1151
Pahang,28750,Bentong,3.4481,101.9142
Pahang,28800,Lurah Bilut,3.6623,101.9202
Perak,30000,Ipoh,4.6502,101.0682
Perak,30010,Ipoh,4.5754,101.1151
Perak,30020,Ipoh,4.6307,101.0458
Perak,30100,Ipoh,4.6124,101.076
Perak,30200,Ipoh,4.5979,101.0884
Perak,30250,Ipoh,4.5916,101.0967
Perak,30300,Ipoh,4.6381,101.075
Perak,30350,Ipoh,4.6105,101.1045
Perak,30450,Ipoh,4.6162,101.086
Perak,30500,Ipoh,4.6118,101.1135
Perak,30502,Ipoh,4.6118,101.1135
Perak,30503,Ipoh,4.6118,101.1135
Perak,30504,Ipoh,4.6118,101.1135
Perak,30505,Ipoh,4.6118,101.1135
Perak,30506,Ipoh,4.5982,101.0753
Perak,30508,Ipoh,4.6118,101.1135
Perak,30510,Ipoh,4.6118,101.1135
Perak,30512,Ipoh,4.6118,101.1135
Perak,30516,Ipoh,4.6118,101.1135
Perak,30517,Ipoh,4.6118,101.1135
Perak,30518,Ipoh,4.6118,101.1135
Perak,30519,Ipoh,4.6118,101.1135
Perak,30520,Ipoh,4.6118,101.1135
Perak,30524,Ipoh,4.6118,101.1135
Perak,30532,Ipoh,4.6118,101.1135
Perak,30534,Ipoh,4.6118,101.1135
Perak,30536,Ipoh,4.6118,101.1135
Perak,30540,Ipoh,4.6118,101.1135
Perak,30542,Ipoh,4.6118,101.1135
Perak,30546,Ipoh,4.6118,101.1135
Perak,30548,Ipoh,4.6118,101.1135
Perak,30550,Ipoh,4.6118,101.1135
Perak,30551,Ipoh,4.6118,101.1135
Perak,30552,Ipoh,4.6118,101.1135
Perak,30554,Ipoh,4.6118,101.1135
Perak,30556,Ipoh,4.6118,101.1135
Perak,30560,Ipoh,4.6118,101.1135
Perak,30564,Ipoh,4.6118,101.1135
Perak,30570,Ipoh,4.6118,101.1135
Perak,30576,Ipoh,4.6118,101.1135
Perak,30580,Ipoh,4.5874,101.07
Perak,30582,Ipoh,4.6043,101.0764
Perak,30586,Ipoh,4.6118,101.1135
Perak,30590,Ipoh,4.6118,101.1135
Perak,30592,Ipoh,4.6118,101.1135
Perak,30594,Ipoh,4.6118,101.1135
Perak,30596,Ipoh,4.6118,101.1135
Perak,30600,Ipoh,4.6038,101.1205
Perak,30604,Ipoh,4.6118,101.1135
Perak,30606,Ipoh,4.6118,101.1135
Perak,30609,Ipoh,4.6118,101.1135
Perak,30610,Ipoh,4.6118,101.1135
Perak,30612,Ipoh,4.6118,101.1135
Perak,30614,Ipoh,4.36,100.9726
Perak,30620,Ipoh,4.618,101.115
Perak,30621,Ipoh,4.6118,101.1135
Perak,30622,Ipoh,4.6118,101.1135
Perak,30626,Ipoh,4.6118,101.1135
Perak,30628,Ipoh,4.6118,101.1135
Perak,30630,Ipoh,4.606,101.1172
Perak,30632,Ipoh,4.7703,100.9308
Perak,30634,Ipoh,4.6118,101.1135
Perak,30644,Ipoh,4.5987,101.0899
Perak,30646,Ipoh,4.6118,101.1135
Perak,30648,Ipoh,4.6118,101.1135
Perak,30656,Ipoh,4.6118,101.1135
Perak,30658,Ipoh,4.6118,101.1135
Perak,30660,Ipoh,4.6055,101.0767
Perak,30661,Ipoh,4.6118,101.1135
Perak,30662,Ipoh,4.5957,101.1194
Perak,30664,Ipoh,4.6118,101.1135
Perak,30668,Ipoh,4.6118,101.1135
Perak,30670,Ipoh,4.6118,101.1135
Perak,30673,Ipoh,4.6118,101.1135
Perak,30674,Ipoh,4.6118,101.1135
Perak,30676,Ipoh,4.6118,101.1135
Perak,30682,Ipoh,4.6118,101.1135
Perak,30690,Ipoh,4.6118,101.1135
Perak,30700,Ipoh,4.6118,101.1135
Perak,30710,Ipoh,4.6118,101.1135
Perak,30720,Ipoh,4.6118,101.1135
Perak,30730,Ipoh,4.6118,101.1135
Perak,30740,Ipoh,4.6118,101.1135
Perak,30750,Ipoh,4.6118,101.1135
Perak,30760,Ipoh,4.6118,101.1135
Perak,30770,Ipoh,4.6118,101.1135
Perak,30780,Ipoh,4.6118,101.1135
Perak,30790,Ipoh,4.6118,101.1135
Perak,30800,Ipoh,4.6118,101.1135
Perak,30810,Ipoh,4.6118,101.1135
Perak,30820,Ipoh,4.6118,101.1135
Perak,30830,Ipoh,4.6118,101.1135
Perak,30840,Ipoh,4.6118,101.1135
Perak,30900,Ipoh,4.6118,101.1135
Perak,30902,Ipoh,4.6118,101.1135
Perak,30904,Ipoh,4.6118,101.1135
Perak,30906,Ipoh,4.6118,101.1135
Perak,30908,Ipoh,4.6118,101.1135
Perak,30910,Ipoh,4.6118,101.1135
Perak,30912,Ipoh,4.6118,101.1135
Perak,30988,Ipoh,4.608,101.079
Perak,30990,Ipoh,4.6118,101.1135
Perak,31000,Batu Gajah,4.4422,101.0546
Perak,31007,Batu Gajah,4.4693,101.0397
Perak,31009,Batu Gajah,4.4693,101.0397
Perak,31050,Sungai Siput,4.9134,101.0665
Perak,31100,Sungai Siput,4.7421,101.0601
Perak,31150,Ulu Kinta,4.6008,101.1007
Perak,31200,Chemor,4.7281,101.12
Perak,31250,Tanjong Rambutan,4.5601,101.1448
Perak,31300,Kampung Kepayang,4.5595,101.0673
Perak,31350,Ipoh,4.5723,101.1157
Perak,31400,Ipoh,4.6114,101.1043
Perak,31407,Ipoh,4.6118,101.1135
Perak,31409,Ipoh,4.6118,101.1135
Perak,31450,Ipoh,4.5904,101.0807
Perak,31500,Ipoh,4.5773,101.0857
Perak,31550,Pusing,4.5117,100.9917
Perak,31560,Pusing,4.4892,100.9387
Perak,31600,Gopeng,4.5193,101.1153
Perak,31610,Gopeng,4.6123,101.0937
Perak,31650,Ipoh,4.5756,101.0788
Perak,31700,Malim Nawar,4.3844,101.1174
Perak,31750,Tronoh,4.4306,101.014
Perak,31800,Tanjong Tualang,4.3912,101.0461
Perak,31850,Jeram,4.3641,101.1539
Perak,31900,Kampar,4.3551,101.1252
Perak,31907,Kampar,4.311,101.1519
Perak,31909,Kampar,4.311,101.1519
Perak,31910,Kampar,4.3633,101.0817
Perak,31920,Mambang Di Awan,4.4423,101.1131
Perak,31950,Mambang Di Awan,4.3333,101.0979
Perak,32000,Sitiawan,4.3227,100.8021
Perak,32040,Seri Manjung,4.602,100.7979
Perak,32100,TLDM Lumut,4.8073,100.8
Perak,32200,Lumut,4.317,100.7977
Perak,32300,Pangkor,4.2597,100.6095
Perak,32400,Ayer Tawar,4.3674,100.8604
Perak,32500,Changkat Keruing,4.2702,100.8909
Perak,32600,Bandar Seri Iskandar,4.3587,100.9673
Perak,32610,Bandar Seri Iskandar,4.4301,101.012
Perak,32700,Bruas,4.7499,100.837
Perak,32800,Parit,4.5504,100.9064
Perak,32900,Lambor Kanan,4.385,100.9163
Perak,33000,Kuala Kangsar,4.7073,100.9381
Perak,33007,Kuala Kangsar,4.7727,100.9403
Perak,33009,Kuala Kangsar,4.7727,100.9403
Perak,33010,Kuala Kangsar,4.7991,100.9087
Perak,33020,Kuala Kangsar,4.8069,100.9321
Perak,33030,Kuala Kangsar,4.8675,100.958
Perak,33040,Kuala Kangsar,4.7272,100.9564
Perak,33100,Pengkalan Hulu,5.4731,101.0105
Perak,33200,Intan,5.4297,101.0342
Perak,33300,Gerik,5.2806,101.1007
Perak,33310,Gerik,5.3477,101.0651
Perak,33320,Gerik,5.4506,101.1319
Perak,33400,Lenggong,4.9846,100.973
Perak,33410,Lenggong,5.1139,101.0489
Perak,33420,Lenggong,5.1596,101.0009
Perak,33500,Sauk,4.8496,100.9456
Perak,33600,Enggor,4.8218,100.946
Perak,33700,Padang Rengas,4.8174,100.8677
Perak,33800,Manong,4.6523,100.8827
Perak,34000,Taiping,4.7969,100.7934
Perak,34007,Taiping,4.8541,100.7376
Perak,34008,Taiping,4.8541,100.7376
Perak,34009,Taiping,4.8541,100.7376
Perak,34010,Taiping,4.7024,100.7738
Perak,34020,Taiping,4.8719,100.7297
Perak,34030,Taiping,4.7348,100.8402
Perak,34100,Selama,4.829,100.8841
Perak,34120,Selama,5.1677,100.6876
Perak,34130,Selama,4.9877,100.756
Perak,34140,Rantau Panjang,5.0506,100.813
Perak,34200,Parit Buntar,4.907,100.6029
Perak,34250,Tanjong Piandang,4.9011,100.5731
Perak,34300,Bagan Serai,4.8687,100.6968
Perak,34310,Bagan Serai,4.9058,100.7568
Perak,34350,Kuala Kurau,4.9211,100.5186
Perak,34400,Simpang Ampat Semanggol,4.9211,100.7084
Perak,34500,Batu Kurau,4.9553,100.8398
Perak,34510,Batu Kurau,5.1211,100.7783
Perak,34520,Batu Kurau,4.9876,100.8302
Perak,34600,Kamunting,4.8263,100.7717
Perak,34650,Kuala Sepetang,4.9204,100.6607
Perak,34700,Simpang,4.7183,100.7986
Perak,34750,Matang,4.7804,100.7247
Perak,34800,Trong,4.6539,100.7739
Perak,34850,Changkat Jering,4.7067,100.832
Perak,34900,Pantai Remis,4.5708,100.6901
Kedah,34950,Bandar Baharu,5.118226,100.552114
Perak,35000,Tapah,4.3279,101.1595
Perak,35007,Tapah,4.204,101.261
Perak,35009,Tapah,4.204,101.261
Perak,35300,Chenderiang,4.3111,101.2339
Perak,35350,Temoh,4.3504,101.1622
Perak,35400,Tapah Road,4.2684,101.1236
Perak,35500,Bidor,4.1787,101.2265
Perak,35600,Sungkai,4.112,101.2529
Perak,35700,Trolak,3.9577,101.3342
Perak,35800,Slim River,4.0303,101.294
Perak,35820,Slim River,3.814,101.4223
Perak,35900,Tanjong Malim,3.9159,101.3812
Perak,35907,Tanjong Malim,3.6913,101.5236
Perak,35909,Tanjong Malim,3.6913,101.5236
Perak,35910,Tanjong Malim,3.8618,101.4197
Perak,35950,Behrang Stesen,3.889,101.4121
Perak,36000,Teluk Intan,4.1739,101.0194
Perak,36007,Teluk Intan,4.0124,101.018
Perak,36008,Teluk Intan,4.0124,101.018
Perak,36009,Teluk Intan,4.0124,101.018
Perak,36010,Teluk Intan,4.4706,100.8573
Perak,36020,Teluk Intan,4.1912,101.0374
Perak,36030,Teluk Intan,4.1617,101.0354
Perak,36100,Bagan Datoh,3.9793,100.7593
Perak,36110,Teluk Intan,4.1077,100.9751
Perak,36200,Selekoh,3.9955,100.768
Perak,36207,Selekoh,3.9167,100.759
Perak,36209,Selekoh,3.9167,100.759
Perak,36300,Sungai Sumun,4.0448,100.8621
Perak,36307,Sungai Sumun,3.9014,100.8616
Perak,36309,Sungai Sumun,3.9014,100.8616
Perak,36400,Hutan Melintang,4.0333,100.9471
Perak,36500,Ulu Bernam,3.9111,101.2078
Perak,36600,Chenderong Balai,4.2992,101.0101
Perak,36700,Langkap,4.2015,101.0814
Perak,36750,Chikus,4.3082,101.0173
Perak,36800,Kampung Gajah,4.3923,100.9307
Perak,36810,Kampung Gajah,4.4818,100.8377
Pahang,39000,Tanah Rata,4.3972,101.4559
Pahang,39007,Tanah Rata,4.4738,101.3786
Pahang,39009,Tanah Rata,4.4738,101.3786
Pahang,39010,Tanah Rata,4.1864,101.6687
Pahang,39100,Brinchang,4.3557,101.6275
Pahang,39200,Ringlet,4.2961,101.5451
Selangor,40000,Shah Alam (Seksyen 2-8 & 14 [Pusat Bandaraya]),3.079779,101.507757
Selangor,40100,Shah Alam (Seksyen 9-13),3.074311,101.53332
Selangor,40160,"Shah Alam (Seksyen U16-U17 & U20, Bandar Baru Sungai Buloh, Paya Jaras)",3.143676,101.51344
Selangor,40170,Shah Alam (Seksyen U10-U15),3.12386,101.470245
Selangor,40200,Shah Alam (Seksyen 15-18),3.056429,101.51451
Selangor,40300,Shah Alam (Seksyen 19-24),3.052406,101.539015
Selangor,40400,Shah Alam (Seksyen 25-28 & 33),3.000422,101.561051
Selangor,40450,Shah Alam (Seksyen 1 - UiTM),3.06444,101.505611
Selangor,40460,Shah Alam (Seksyen 29-32),2.98649,101.539571
Selangor,40470,Shah Alam (Seksyen 34-36),3.025482,101.493167
Selangor,41000,Klang,3.011358,101.47367
Selangor,41050,Klang (Bukit Raja),3.092567,101.443829
Selangor,41100,Klang,3.037395,101.424791
Selangor,41150,"Klang (Bandar Baru Klang, Berkeley)",3.053031,101.457478
Selangor,41200,"Klang (Bandar Botanic, Bandar Baru Bukit Tinggi, Andalas, Johan Setia)",3.009941,101.436976
Selangor,41250,Klang (Sungai Udang),3.03161,101.416882
Selangor,41300,Klang,3.053144,101.470829
Selangor,41400,Klang (Kawasan 18),3.073237,101.431076
Selangor,42000,Pelabuhan Klang,2.96929,101.396006
Selangor,42100,"Klang (Rantau Panjang, Sementa, Telok Kapas)",3.072127,101.409197
Selangor,42200,Kapar,3.116479,101.367322
Selangor,42300,Bandar Puncak Alam,3.223549,101.422559
Selangor,42500,Telok Panglima Garang,2.895216,101.461356
Selangor,42600,Jenjarom (Pekan Jenjarom),2.888357,101.51344
Selangor,42610,Jenjarom (Bandar Saujana Putra),2.941596,101.575967
Selangor,42700,Banting,2.831512,101.599162
Selangor,42800,Tanjong Sepat,2.702327,101.547541
Selangor,42920,Pulau Indah,2.991679,101.389507
Selangor,42940,Pulau Ketam,3.024041,101.253104
Selangor,42960,Pulau Carey,2.866263,101.413486
Selangor,43000,Kajang,2.92211,101.732917
Selangor,43100,Hulu Langat,3.169192,101.866362
Selangor,43200,Cheras,3.052271,101.775171
Selangor,43300,Seri Kembangan,3.023695,101.695444
Selangor,43400,Serdang,2.992086,101.718099
Selangor,43500,Semenyih,2.971922,101.827849
Selangor,43600,Bangi,2.91984,101.780868
Selangor,43650,Bandar Baru Bangi,2.94591,101.767987
Selangor,43700,Beranang,2.904371,101.854959
Selangor,43800,Dengkil,2.880898,101.664539
Selangor,43900,Sepang,2.818133,101.684059
Selangor,43950,Sungai Pelek,2.655359,101.675623
Selangor,44000,Kuala Kubu Baru,3.626677,101.661293
Selangor,44010,Kuala Kubu Baru,3.612451,101.425451
Selangor,44020,Kuala Kubu Baru,3.649803,101.411205
Selangor,44100,Kerling,3.608267,101.547541
Selangor,44200,Rasa,3.487993,101.638533
Selangor,44300,Batang Kali,3.408196,101.684059
Selangor,45000,Kuala Selangor,3.362568,101.41792
Selangor,45100,Sungai Ayer Tawar,3.362568,101.41792
Selangor,45200,Sabak Bernam,3.362568,101.41792
Selangor,45300,Sungai Besar,3.67207,100.98622
Selangor,45400,Sekinchan,3.67207,100.98622
Selangor,45500,Tanjong Karang,3.550655,101.3885
Selangor,45600,Bestari Jaya (Pekan Bestari Jaya),3.335359,101.398006
Selangor,45700,Bukit Rotan,3.303593,101.331761
Selangor,45800,Jeram,3.214834,101.320416
Selangor,46000,"Petaling Jaya (PJS1 - PJS4, Seksyen 1-3, Seksyen 5-7, Seksyen 9-10, Seksyen 18)",3.098565,101.652353
Selangor,46050,"Petaling Jaya (Seksyen 4, Seksyen 8)",3.095403,101.640771
Selangor,46100,"Petaling Jaya (Seksyen 14, Seksyen 51A)",3.100558,101.629999
Selangor,46150,"Petaling Jaya (PJS5, PJS6, PJS8, PJS10)",3.078536,101.618089
Selangor,46200,"Petaling Jaya (Seksyen 11-13, Seksyen 52)",3.109378,101.644468
Selangor,46300,Petaling Jaya (Seksyen 19-22),3.109211,101.625732
Selangor,46350,Petaling Jaya (Seksyen 16 - Phileo Damansara),3.123775,101.6428
Selangor,46400,Petaling Jaya (Seksyen 17 & 17A),3.123871,101.634266
Selangor,47000,Sungai Buloh,3.123871,101.634266
Selangor,47100,Puchong,2.992528,101.615307
Selangor,47200,Subang Airport,3.130959,101.550383
Selangor,47300,"Petaling Jaya (SS1 - SS3, SS8 - SS10)",3.102551,101.615611
Selangor,47400,Petaling Jaya (SS20 - SS23),3.132161,101.621162
Selangor,47410,"Petaling Jaya (PJU3 - Damansara Indah, Tropicana)",3.132161,101.621162
Selangor,47500,"Subang Jaya (Bandar Sunway - PJS7, PJS9, PJS11; SS12 - SS19)",3.073719,101.586178
Selangor,47600,"Subang Jaya (Taman Pinggiran USJ, USJ1 - USJ4 & Pusat Perniagaan USJ10)",3.05763,101.575833
Selangor,47610,Subang Jaya (USJ5 - USJ8),3.051849,101.590183
Selangor,47620,Subang Jaya (USJ9 - USJ11),3.057174,101.577792
Selangor,47630,Subang Jaya (USJ12 - USJ18),3.03369,101.58928
Selangor,47800,Petaling Jaya (PJU6 - Bandar Utama & Kampung Sungai Kayu Ara),3.145087,101.607245
Selangor,47810,"Petaling Jaya (PJU5 - Kota Damansara, PJU7 - Mutiara Damansara)",3.159423,101.614853
Selangor,47820,Petaling Jaya (PJU8 - Damansara Perdana),3.169703,101.607245
Selangor,47830,Petaling Jaya (PJU10 - Damansara Damai),3.17232,101.617261
Selangor,48000,Rawang (Pusat Bandar Rawang),3.360522,101.536173
Selangor,48010,Rawang (Sungai Buaya),3.385459,101.51912
Selangor,48020,Rawang (Bandar Tasik Puteri),3.262244,101.490712
Selangor,48050,Rawang (Kuang),3.261718,101.536173
Selangor,48100,Batu Arang,3.321779,101.467989
Selangor,48200,Serendah,3.388686,101.661293
Selangor,48300,Rawang (Bukit Beruntung),3.388686,101.661293
Pahang,49000,Bukit Fraser,3.7188,101.7403
Kuala Lumpur,50000,Kuala Lumpur,3.1433,101.6955
Kuala Lumpur,50050,Kuala Lumpur,3.1451,101.6945
Kuala Lumpur,50088,Kuala Lumpur,3.1479,101.7008
Kuala Lumpur,50100,Kuala Lumpur,3.1513,101.6947
